"","mar.rel","loc.mrel","ave.csee","loc.ave","max.csee","loc.max","order"
"1",0.901517061105654,1222,0.31987906667382,1222,0.623554200598993,1191,1
"2",0.90089624840392,1149,0.320533701543732,1260,0.632299132530093,434,2
"3",0.900841906559679,1260,0.321642773737314,1223,0.632964793370974,141,3
"4",0.900663216915838,1295,0.321838995068394,1294,0.632964793666446,936,4
"5",0.900574160985963,1186,0.32184810726393,1186,0.632964797619126,285,5
"6",0.900573786363084,1223,0.321922968188677,1258,0.632964799535484,35,6
"7",0.900199618071345,1294,0.322232925909468,1149,0.632964800003875,540,7
"8",0.900127009625605,1258,0.322399413475901,1295,0.632964804031259,468,8
"9",0.899636225994411,1257,0.322935013247735,1114,0.632964804998956,321,9
"10",0.899370550418864,1221,0.323113952096079,1076,0.632964807270418,789,10
"11",0.89932442166319,1296,0.323656247243959,1296,0.632964807518875,252,11
"12",0.899236292718024,1114,0.323880580632905,1077,0.632964807822844,213,12
"13",0.89897560182892,900,0.324058026181017,1257,0.632964808860401,504,13
"14",0.898854442331694,972,0.324224106942256,1182,0.632964813200756,34,14
"15",0.898783971811635,504,0.324253571148487,900,0.632964818857276,214,15
"16",0.898766724121072,1077,0.324612183025521,1221,0.632964821877278,863,16
"17",0.898588159121021,861,0.324669945748533,861,0.632964821990257,610,17
"18",0.898565078415037,1076,0.324821748407002,1224,0.632964822757923,288,18
"19",0.89852355379113,1182,0.324847840515194,1181,0.632964822787331,754,19
"20",0.898514064711773,1224,0.324900327864088,1044,0.632964824754157,216,20
"21",0.898483520625645,897,0.324973760566062,1291,0.632964826917839,36,21
"22",0.898441660473022,1188,0.325168649698508,1251,0.632964827476748,826,22
"23",0.898393412484935,1187,0.325189389813919,1188,0.63296482968106,395,23
"24",0.898385079412518,1044,0.32548754155075,1187,0.632964836489746,755,24
"25",0.898267281606066,936,0.325573037010698,1293,0.632964837902189,287,25
"26",0.898263713207409,1005,0.325665924441971,1152,0.632964840289542,684,26
"27",0.898128638777256,1008,0.325675556686184,971,0.632964842109731,70,27
"28",0.898105296708344,790,0.32573068121374,1008,0.632964842925088,575,28
"29",0.89803901602757,1115,0.325846782961783,1292,0.632964844488274,647,29
"30",0.898021820440171,862,0.325923367341378,1288,0.632964853789362,646,30
"31",0.898003645033132,755,0.326034067293492,1179,0.632964856110481,177,31
"32",0.897951290422608,1291,0.326058068399542,1113,0.632964859000675,1223,32
"33",0.897937253874531,1293,0.326238377653944,1253,0.632964861501256,144,33
"34",0.897879826051067,1181,0.32629025133088,1147,0.632964864344134,681,34
"35",0.897810967466448,971,0.326317699933703,1290,0.632964869788687,33,35
"36",0.897756750029381,1041,0.326349287177388,1256,0.632964873859273,574,36
"37",0.897689844319043,1080,0.326400987407396,1075,0.632964874175714,106,37
"38",0.897668265025987,1288,0.32642473341332,1005,0.63296487621149,179,38
"39",0.897657679940282,935,0.326436402837918,1115,0.632964876289879,862,39
"40",0.897639119093799,1113,0.326461139755638,862,0.63296487678832,286,40
"41",0.89760715059743,753,0.326498495099943,1283,0.63296488618795,108,41
"42",0.89758007551615,1179,0.326539544852823,1219,0.632964886800157,71,42
"43",0.89750790358528,1042,0.326615422454496,934,0.632964888608586,897,43
"44",0.897497691039284,682,0.32667373801414,1146,0.632964894881111,1007,44
"45",0.897468933143438,970,0.326709952149546,1213,0.632964903433766,358,45
"46",0.897460743923726,1248,0.326713016597069,1180,0.632964908405174,142,46
"47",0.897424132644656,828,0.326806241789836,897,0.632964909154628,105,47
"48",0.897418437490216,1152,0.32685352070592,1078,0.632964914571741,790,48
"49",0.897404663276067,822,0.326868867390436,1184,0.632964925827384,612,49
"50",0.89731126193379,1259,0.326898297775438,504,0.632964931830733,682,50
"51",0.897308142953485,537,0.326962446114447,755,0.632964933030647,251,51
"52",0.897301810750843,933,0.327037905767108,1103,0.632964936486208,576,52
"53",0.897297849113452,969,0.327045578346621,787,0.632964936557933,538,53
"54",0.897289029948597,1251,0.327064295460735,1116,0.632964953045799,864,54
"55",0.89726482191316,931,0.327071794100518,970,0.632964955007446,359,55
"56",0.89717784850113,1103,0.327085886807158,1248,0.632964957445974,1295,56
"57",0.897173958963259,396,0.32709660157952,790,0.632964958677317,1151,57
"58",0.897157422567481,1292,0.327099380043081,972,0.632964976114291,609,58
"59",0.897141502851797,1151,0.327159943952857,1285,0.632964989667453,466,59
"60",0.897115027106223,1253,0.327165009272589,1284,0.632964990184165,429,60
"61",0.897113967334675,360,0.327191352554341,1080,0.632964990348427,683,61
"62",0.897108027799042,1146,0.32723228566169,1151,0.632964995409866,467,62
"63",0.89710650951655,1079,0.327276562379139,1041,0.632965007524903,69,63
"64",0.897072744954117,1283,0.327343557321061,935,0.632965010142081,720,64
"65",0.897033570282642,864,0.327420375230442,1150,0.632965010985016,249,65
"66",0.896991398241974,934,0.327456801861389,1079,0.632965012900841,1005,66
"67",0.896984001463846,863,0.327469994720128,931,0.632965017760552,323,67
"68",0.896923018120472,1213,0.327500981931156,1244,0.632965018688438,933,68
"69",0.896919112551615,576,0.327582521938398,1148,0.632965025832998,1221,69
"70",0.896903607406828,610,0.327616728533643,1247,0.632965030945578,935,70
"71",0.896891929500581,252,0.327746261674608,1108,0.632965031658275,180,71
"72",0.896873055672498,612,0.327837112485957,896,0.632965032083805,1078,72
"73",0.896828526100404,1109,0.327875079285071,1042,0.632965033442958,107,73
"74",0.896790312768493,1147,0.327899280791852,1259,0.632965034510673,1188,74
"75",0.896788517719695,1285,0.327931702658221,1252,0.632965046850792,828,75
"76",0.896776417533416,896,0.327945827491803,749,0.632965050922705,1114,76
"77",0.896769639502836,1116,0.328041582014545,822,0.632965077634791,465,77
"78",0.896755522650737,1290,0.32806012553029,1109,0.632965115370575,753,78
"79",0.896741828966377,431,0.328203221684297,1220,0.632965115957615,827,79
"80",0.896695046715228,467,0.328209406482319,1112,0.632965140296532,1116,80
"81",0.896675556879091,1219,0.328261433853093,537,0.632965140380095,969,81
"82",0.896672291651058,1247,0.328318280325891,1212,0.632965143018271,215,82
